case,t,start_x,target_x,side,agent_x,agent_y,action_x,action_y,blocked,next_x,next_y
17,7,0,0.62,1,0.493275970221,0.225524127483,0.248256489635,0.968694329262,0,0.532997012138,0.380515217781
18,7,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,7,0.125,-0.62,1,0.516087293625,0.26950019598,-0.929582834244,0.36861333251,0,0.367354035378,0.328478336334
20,7,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,7,0.125,0,1,0.516087293625,0.26950019598,-0.75335496664,0.6576141119,0,0.395550489426,0.37471845746
22,7,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,7,0.125,0.62,1,0.516087293625,0.26950019598,0.224759325385,0.974414348602,0,0.552048802376,0.425406485796
24,7,0.25,-0.62,-1,-0.408243894577,0.126153945923,-0.587717711926,0.809065997601,0,-0.502278745174,0.255604505539
25,7,0.25,-0.62,1,0.344697356224,0.223512560129,-0.889153778553,0.457608520985,0,0.202432751656,0.296729922295
26,7,0.25,0,-1,-0.408243894577,0.126153945923,-0.587717711926,0.809065997601,0,-0.502278745174,0.255604505539
27,7,0.25,0,1,0.383002370596,0.271919220686,-0.649747431278,0.760150253773,0,0.279042780399,0.393543243408
28,7,0.25,0.62,-1,-0.408243894577,0.126153945923,-0.587717711926,0.809065997601,0,-0.502278745174,0.255604505539
29,7,0.25,0.62,1,0.523346424103,0.30610331893,0.227402940392,0.973800778389,0,0.559730887413,0.461911439896
0,8,-0.25,-0.62,-1,-0.559730887413,0.461911439896,-0.227402970195,0.973800778389,0,-0.596115350723,0.617719531059
1,8,-0.25,-0.62,1,0.502278745174,0.255604505539,-0.924015581608,0.382354855537,0,0.354436248541,0.316781282425
2,8,-0.25,0,-1,-0.279042780399,0.393543243408,0.649747371674,0.760150253773,0,-0.175083205104,0.515167295933
3,8,-0.25,0,1,0.502278745174,0.255604505539,-0.734254181385,0.678874731064,0,0.384798079729,0.364224463701
4,8,-0.25,0.62,-1,-0.202432751656,0.296729922295,0.889153778553,0.457608491182,0,-0.0601681470871,0.36994728446
5,8,-0.25,0.62,1,0.502278745174,0.255604505539,0.245721533895,0.969340443611,0,0.541594207287,0.410698980093
6,8,-0.125,-0.62,-1,-0.552048802376,0.425406485796,-0.224759250879,0.974414348602,0,-0.588010311127,0.581312775612
7,8,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,8,-0.125,0,-1,-0.395550489426,0.37471845746,0.75335496664,0.6576141119,0,-0.275013685226,0.479936718941
9,8,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,8,-0.125,0.62,-1,-0.367354035378,0.328478336334,0.929582774639,0.368613302708,0,-0.218620792031,0.387456476688
11,8,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,8,0,-0.62,-1,-0.532997012138,0.380515217781,-0.248256474733,0.968694269657,0,-0.572718024254,0.535506308079
13,8,0,-0.62,1,0.347050845623,0.29047191143,-0.913906991482,0.405923604965,0,0.200825735927,0.355419695377
14,8,0,0,-1,-0.380276411772,0.338798582554,0.706247270107,0.707965254784,0,-0.267276853323,0.452073037624
15,8,0,0,1,0.380276411772,0.338798582554,-0.706247270107,0.707965254784,0,0.267276853323,0.452073037624
16,8,0,0.62,-1,-0.347050845623,0.29047191143,0.913906991482,0.405923604965,0,-0.200825735927,0.355419695377
17,8,0,0.62,1,0.532997012138,0.380515217781,0.248256474733,0.968694269657,0,0.572718024254,0.535506308079
18,8,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,8,0.125,-0.62,1,0.367354035378,0.328478336334,-0.929582774639,0.368613302708,0,0.218620792031,0.387456476688
20,8,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,8,0.125,0,1,0.395550489426,0.37471845746,-0.75335496664,0.6576141119,0,0.275013685226,0.479936718941
22,8,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,8,0.125,0.62,1,0.552048802376,0.425406485796,0.224759250879,0.974414348602,0,0.588010311127,0.581312775612
24,8,0.25,-0.62,-1,-0.502278745174,0.255604505539,-0.245721533895,0.969340443611,0,-0.541594207287,0.410698980093
25,8,0.25,-0.62,1,0.202432751656,0.296729922295,-0.889153778553,0.457608491182,0,0.0601681470871,0.36994728446
26,8,0.25,0,-1,-0.502278745174,0.255604505539,0.734254181385,0.678874731064,0,-0.384798079729,0.364224463701
27,8,0.25,0,1,0.279042780399,0.393543243408,-0.649747371674,0.760150253773,0,0.175083205104,0.515167295933
28,8,0.25,0.62,-1,-0.502278745174,0.255604505539,0.924015581608,0.382354855537,0,-0.354436248541,0.316781282425
29,8,0.25,0.62,1,0.559730887413,0.461911439896,0.227402970195,0.973800778389,0,0.596115350723,0.617719531059
0,9,-0.25,-0.62,-1,-0.596115350723,0.617719531059,-0.227403014898,0.973800718784,0,-0.632499814034,0.773527622223
1,9,-0.25,-0.62,1,0.354436248541,0.316781282425,-0.924015522003,0.382354795933,0,0.206593766809,0.377958059311
2,9,-0.25,0,-1,-0.175083205104,0.515167295933,0.649747371674,0.760150194168,0,-0.0711236298084,0.636791348457
3,9,-0.25,0,1,0.384798079729,0.364224463701,-0.73425412178,0.678874671459,0,0.267317414284,0.472844421864
4,9,-0.25,0.62,-1,-0.0601681470871,0.36994728446,0.889153838158,0.457608491182,0,0.0820964574814,0.443164646626
5,9,-0.25,0.62,1,0.541594207287,0.410698980093,0.24572147429,0.969340443611,0,0.580909669399,0.565793454647
6,9,-0.125,-0.62,-1,-0.588010311127,0.581312775612,-0.224759057164,0.974414348602,0,-0.623971760273,0.73721909523
7,9,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,9,-0.125,0,-1,-0.275013685226,0.479936718941,0.75335496664,0.657614171505,0,-0.154476895928,0.585155010223
9,9,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,9,-0.125,0.62,-1,-0.218620792031,0.387456476688,0.929582834244,0.368613302708,0,-0.0698875486851,0.446434617043
11,9,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,9,0,-0.62,-1,-0.572718024254,0.535506308079,-0.248256608844,0.968694329262,0,-0.612439095974,0.690497398376
13,9,0,-0.62,1,0.200825735927,0.355419695377,-0.913906991482,0.405923575163,0,0.0546006262302,0.420367479324
14,9,0,0,-1,-0.267276853323,0.452073037624,0.706247270107,0.707965195179,0,-0.154277294874,0.56534743309
15,9,0,0,1,0.267276853323,0.452073037624,-0.706247270107,0.707965195179,0,0.154277294874,0.56534743309
16,9,0,0.62,-1,-0.200825735927,0.355419695377,0.913906991482,0.405923575163,0,-0.0546006262302,0.420367479324
17,9,0,0.62,1,0.572718024254,0.535506308079,0.248256608844,0.968694329262,0,0.612439095974,0.690497398376
18,9,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,9,0.125,-0.62,1,0.218620792031,0.387456476688,-0.929582834244,0.368613302708,0,0.0698875486851,0.446434617043
20,9,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,9,0.125,0,1,0.275013685226,0.479936718941,-0.75335496664,0.657614171505,0,0.154476895928,0.585155010223
22,9,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,9,0.125,0.62,1,0.588010311127,0.581312775612,0.224759057164,0.974414348602,0,0.623971760273,0.73721909523
24,9,0.25,-0.62,-1,-0.541594207287,0.410698980093,-0.24572147429,0.969340443611,0,-0.580909669399,0.565793454647
25,9,0.25,-0.62,1,0.0601681470871,0.36994728446,-0.889153838158,0.457608491182,0,-0.0820964574814,0.443164646626
26,9,0.25,0,-1,-0.384798079729,0.364224463701,0.73425412178,0.678874671459,0,-0.267317414284,0.472844421864
27,9,0.25,0,1,0.175083205104,0.515167295933,-0.649747371674,0.760150194168,0,0.0711236298084,0.636791348457
28,9,0.25,0.62,-1,-0.354436248541,0.316781282425,0.924015522003,0.382354795933,0,-0.206593766809,0.377958059311
29,9,0.25,0.62,1,0.596115350723,0.617719531059,0.227403014898,0.973800718784,0,0.632499814034,0.773527622223
0,10,-0.25,-0.62,-1,-0.632499814034,0.773527622223,0.227402791381,-0.973800778389,0,-0.596115350723,0.617719531059
1,10,-0.25,-0.62,1,0.206593766809,0.377958059311,-0.924015581608,0.382354825735,0,0.058751270175,0.439134836197
2,10,-0.25,0,-1,-0.0711236298084,0.636791348457,0.649747490883,0.760150074959,0,0.0328359678388,0.758415341377
3,10,-0.25,0,1,0.267317414284,0.472844421864,-0.734254181385,0.678874731064,0,0.149836748838,0.581464409828
4,10,-0.25,0.62,-1,0.0820964574814,0.443164646626,0.889153778553,0.457608491182,0,0.22436106205,0.516381978989
5,10,-0.25,0.62,1,0.580909669399,0.565793454647,0.245721340179,0.969340503216,0,0.620225071907,0.720887899399
6,10,-0.125,-0.62,-1,-0.623971760273,0.73721909523,0.224758759141,-0.974414467812,0,-0.588010370731,0.581312775612
7,10,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,10,-0.125,0,-1,-0.154476895928,0.585155010223,0.753355026245,0.657614052296,0,-0.0339400917292,0.690373241901
9,10,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,10,-0.125,0.62,-1,-0.0698875486851,0.446434617043,0.929582834244,0.368613302708,0,0.0788456946611,0.505412757397
11,10,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,10,0,-0.62,-1,-0.612439095974,0.690497398376,-0.24825617671,0.968694388866,0,-0.652160108089,0.845488488674
13,10,0,-0.62,1,0.0546006262302,0.420367479324,-0.913907051086,0.405923604965,0,-0.0916244983673,0.485315263271
14,10,0,0,-1,-0.154277294874,0.56534743309,0.706247210503,0.707965254784,0,-0.041277743876,0.678621888161
15,10,0,0,1,0.154277294874,0.56534743309,-0.706247210503,0.707965254784,0,0.041277743876,0.678621888161
16,10,0,0.62,-1,-0.0546006262302,0.420367479324,0.913907051086,0.405923604965,0,0.0916244983673,0.485315263271
17,10,0,0.62,1,0.612439095974,0.690497398376,0.24825617671,0.968694388866,0,0.652160108089,0.845488488674
18,10,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,10,0.125,-0.62,1,0.0698875486851,0.446434617043,-0.929582834244,0.368613302708,0,-0.0788456946611,0.505412757397
20,10,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,10,0.125,0,1,0.154476895928,0.585155010223,-0.753355026245,0.657614052296,0,0.0339400917292,0.690373241901
22,10,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,10,0.125,0.62,1,0.623971760273,0.73721909523,-0.224758759141,-0.974414467812,0,0.588010370731,0.581312775612
24,10,0.25,-0.62,-1,-0.580909669399,0.565793454647,-0.245721340179,0.969340503216,0,-0.620225071907,0.720887899399
25,10,0.25,-0.62,1,-0.0820964574814,0.443164646626,-0.889153778553,0.457608491182,0,-0.22436106205,0.516381978989
26,10,0.25,0,-1,-0.267317414284,0.472844421864,0.734254181385,0.678874731064,0,-0.149836748838,0.581464409828
27,10,0.25,0,1,0.0711236298084,0.636791348457,-0.649747490883,0.760150074959,0,-0.0328359678388,0.758415341377
28,10,0.25,0.62,-1,-0.206593766809,0.377958059311,0.924015581608,0.382354825735,0,-0.058751270175,0.439134836197
29,10,0.25,0.62,1,0.632499814034,0.773527622223,-0.227402791381,-0.973800778389,0,0.596115350723,0.617719531059
0,11,-0.25,-0.62,-1,-0.596115350723,0.617719531059,-0.227403014898,0.973800718784,0,-0.632499814034,0.773527622223
1,11,-0.25,-0.62,1,0.058751270175,0.439134836197,-0.924015581608,0.382354795933,0,-0.0890912264585,0.500311613083
2,11,-0.25,0,-1,0.0328359678388,0.758415341377,-0.649747669697,-0.76014995575,0,-0.0711236596107,0.636791348457
3,11,-0.25,0,1,0.149836748838,0.581464409828,-0.73425424099,0.678874611855,0,0.0323560759425,0.690084338188
4,11,-0.25,0.62,-1,0.22436106205,0.516381978989,0.889153778553,0.457608520985,0,0.366625666618,0.589599370956
5,11,-0.25,0.62,1,0.620225071907,0.720887899399,-0.245719119906,-0.969341099262,0,0.580910027027,0.565793335438
6,11,-0.125,-0.62,-1,-0.588010370731,0.581312775612,-0.224758669734,0.974414467812,0,-0.623971760273,0.73721909523
7,11,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,11,-0.125,0,-1,-0.0339400917292,0.690373241901,0.753354907036,0.657614171505,0,0.0865966901183,0.795591473579
9,11,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,11,-0.125,0.62,-1,0.0788456946611,0.505412757397,0.929582893848,0.368613243103,0,0.227578952909,0.564390897751
11,11,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,11,0,-0.62,-1,-0.652160108089,0.845488488674,0.248256385326,-0.968694329262,0,-0.612439095974,0.690497398376
13,11,0,-0.62,1,-0.0916244983673,0.485315263271,-0.913907051086,0.405923545361,0,-0.237849622965,0.550263047218
14,11,0,0,-1,-0.041277743876,0.678621888161,0.706247389317,0.707965135574,0,0.0717218369246,0.791896283627
15,11,0,0,1,0.041277743876,0.678621888161,-0.706247389317,0.707965135574,0,-0.0717218369246,0.791896283627
16,11,0,0.62,-1,0.0916244983673,0.485315263271,0.913907051086,0.405923545361,0,0.237849622965,0.550263047218
17,11,0,0.62,1,0.652160108089,0.845488488674,-0.248256385326,-0.968694329262,0,0.612439095974,0.690497398376
18,11,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,11,0.125,-0.62,1,-0.0788456946611,0.505412757397,-0.929582893848,0.368613243103,0,-0.227578952909,0.564390897751
20,11,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,11,0.125,0,1,0.0339400917292,0.690373241901,-0.753354907036,0.657614171505,0,-0.0865966901183,0.795591473579
22,11,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,11,0.125,0.62,1,0.588010370731,0.581312775612,0.224758669734,0.974414467812,0,0.623971760273,0.73721909523
24,11,0.25,-0.62,-1,-0.620225071907,0.720887899399,0.245719119906,-0.969341099262,0,-0.580910027027,0.565793335438
25,11,0.25,-0.62,1,-0.22436106205,0.516381978989,-0.889153778553,0.457608520985,0,-0.366625666618,0.589599370956
26,11,0.25,0,-1,-0.149836748838,0.581464409828,0.73425424099,0.678874611855,0,-0.0323560759425,0.690084338188
27,11,0.25,0,1,-0.0328359678388,0.758415341377,0.649747669697,-0.76014995575,0,0.0711236596107,0.636791348457
28,11,0.25,0.62,-1,-0.058751270175,0.439134836197,0.924015581608,0.382354795933,0,0.0890912264585,0.500311613083
29,11,0.25,0.62,1,0.596115350723,0.617719531059,0.227403014898,0.973800718784,0,0.632499814034,0.773527622223
0,12,-0.25,-0.62,-1,-0.632499814034,0.773527622223,0.227402791381,-0.973800778389,0,-0.596115350723,0.617719531059
1,12,-0.25,-0.62,1,-0.0890912264585,0.500311613083,-0.924015581608,0.382354795933,0,-0.236933723092,0.561488389969
2,12,-0.25,0,-1,-0.0711236596107,0.636791348457,0.649747669697,0.76014995575,0,0.0328359678388,0.758415341377
3,12,-0.25,0,1,0.0323560759425,0.690084338188,-0.73425412178,0.678874671459,0,-0.0851245820522,0.798704266548
4,12,-0.25,0.62,-1,0.366625666618,0.589599370956,0.889153838158,0.45760846138,0,0.508890271187,0.66281670332
5,12,-0.25,0.62,1,0.580910027027,0.565793335438,0.245719045401,0.969341099262,0,0.620225071907,0.720887899399
6,12,-0.125,-0.62,-1,-0.623971760273,0.73721909523,0.224758759141,-0.974414467812,0,-0.588010370731,0.581312775612
7,12,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,12,-0.125,0,-1,0.0865966901183,0.795591473579,-0.753355026245,-0.657613992691,0,-0.0339401140809,0.690373241901
9,12,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,12,-0.125,0.62,-1,0.227578952909,0.564390897751,0.929582893848,0.368613183498,0,0.376312196255,0.6233689785
11,12,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,12,0,-0.62,-1,-0.612439095974,0.690497398376,-0.24825617671,0.968694388866,0,-0.652160108089,0.845488488674
13,12,0,-0.62,1,-0.237849622965,0.550263047218,-0.913906991482,0.405923485756,0,-0.384074747562,0.615210771561
14,12,0,0,-1,0.0717218369246,0.791896283627,-0.706247508526,-0.707965016365,0,-0.0412777587771,0.678621888161
15,12,0,0,1,-0.0717218369246,0.791896283627,0.706247508526,-0.707965016365,0,0.0412777587771,0.678621888161
16,12,0,0.62,-1,0.237849622965,0.550263047218,0.913906991482,0.405923485756,0,0.384074747562,0.615210771561
17,12,0,0.62,1,0.612439095974,0.690497398376,0.24825617671,0.968694388866,0,0.652160108089,0.845488488674
18,12,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,12,0.125,-0.62,1,-0.227578952909,0.564390897751,-0.929582893848,0.368613183498,0,-0.376312196255,0.6233689785
20,12,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,12,0.125,0,1,-0.0865966901183,0.795591473579,0.753355026245,-0.657613992691,0,0.0339401140809,0.690373241901
22,12,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,12,0.125,0.62,1,0.623971760273,0.73721909523,-0.224758759141,-0.974414467812,0,0.588010370731,0.581312775612
24,12,0.25,-0.62,-1,-0.580910027027,0.565793335438,-0.245719045401,0.969341099262,0,-0.620225071907,0.720887899399
25,12,0.25,-0.62,1,-0.366625666618,0.589599370956,-0.889153838158,0.45760846138,0,-0.508890271187,0.66281670332
26,12,0.25,0,-1,-0.0323560759425,0.690084338188,0.73425412178,0.678874671459,0,0.0851245820522,0.798704266548
27,12,0.25,0,1,0.0711236596107,0.636791348457,-0.649747669697,0.76014995575,0,-0.0328359678388,0.758415341377
28,12,0.25,0.62,-1,0.0890912264585,0.500311613083,0.924015581608,0.382354795933,0,0.236933723092,0.561488389969
29,12,0.25,0.62,1,0.632499814034,0.773527622223,-0.227402791381,-0.973800778389,0,0.596115350723,0.617719531059
0,13,-0.25,-0.62,-1,-0.596115350723,0.617719531059,-0.227403014898,0.973800718784,0,-0.632499814034,0.773527622223
1,13,-0.25,-0.62,1,-0.236933723092,0.561488389969,-0.924015641212,0.382354795933,0,-0.384776234627,0.622665166855
2,13,-0.25,0,-1,0.0328359678388,0.758415341377,-0.649747669697,-0.76014995575,0,-0.0711236596107,0.636791348457
3,13,-0.25,0,1,-0.0851245820522,0.798704266548,0.73425424099,-0.678874671459,0,0.0323560908437,0.690084338188
4,13,-0.25,0.62,-1,0.508890271187,0.66281670332,0.889153778553,0.457608610392,0,0.651154875755,0.736034095287
5,13,-0.25,0.62,1,0.620225071907,0.720887899399,-0.245719119906,-0.969341099262,0,0.580910027027,0.565793335438
6,13,-0.125,-0.62,-1,-0.588010370731,0.581312775612,-0.224758669734,0.974414467812,0,-0.623971760273,0.73721909523
7,13,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,13,-0.125,0,-1,-0.0339401140809,0.690373241901,0.75335508585,0.657613873482,0,0.0865966975689,0.795591473579
9,13,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,13,-0.125,0.62,-1,0.376312196255,0.6233689785,0.929582834244,0.368613302708,0,0.525045454502,0.682347118855
11,13,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,13,0,-0.62,-1,-0.652160108089,0.845488488674,0.248256385326,-0.968694329262,0,-0.612439095974,0.690497398376
13,13,0,-0.62,1,-0.384074747562,0.615210771561,-0.913906991482,0.405923604965,0,-0.530299842358,0.680158555508
14,13,0,0,-1,-0.0412777587771,0.678621888161,0.706247508526,0.707965016365,0,0.0717218369246,0.791896283627
15,13,0,0,1,0.0412777587771,0.678621888161,-0.706247508526,0.707965016365,0,-0.0717218369246,0.791896283627
16,13,0,0.62,-1,0.384074747562,0.615210771561,0.913906991482,0.405923604965,0,0.530299842358,0.680158555508
17,13,0,0.62,1,0.652160108089,0.845488488674,-0.248256385326,-0.968694329262,0,0.612439095974,0.690497398376
18,13,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,13,0.125,-0.62,1,-0.376312196255,0.6233689785,-0.929582834244,0.368613302708,0,-0.525045454502,0.682347118855
20,13,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,13,0.125,0,1,0.0339401140809,0.690373241901,-0.75335508585,0.657613873482,0,-0.0865966975689,0.795591473579
22,13,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,13,0.125,0.62,1,0.588010370731,0.581312775612,0.224758669734,0.974414467812,0,0.623971760273,0.73721909523
24,13,0.25,-0.62,-1,-0.620225071907,0.720887899399,0.245719119906,-0.969341099262,0,-0.580910027027,0.565793335438
25,13,0.25,-0.62,1,-0.508890271187,0.66281670332,-0.889153778553,0.457608610392,0,-0.651154875755,0.736034095287
26,13,0.25,0,-1,0.0851245820522,0.798704266548,-0.73425424099,-0.678874671459,0,-0.0323560908437,0.690084338188
27,13,0.25,0,1,-0.0328359678388,0.758415341377,0.649747669697,-0.76014995575,0,0.0711236596107,0.636791348457
28,13,0.25,0.62,-1,0.236933723092,0.561488389969,0.924015641212,0.382354795933,0,0.384776234627,0.622665166855
29,13,0.25,0.62,1,0.596115350723,0.617719531059,0.227403014898,0.973800718784,0,0.632499814034,0.773527622223
0,14,-0.25,-0.62,-1,-0.632499814034,0.773527622223,0.227402791381,-0.973800778389,0,-0.596115350723,0.617719531059
1,14,-0.25,-0.62,1,-0.384776234627,0.622665166855,-0.924015641212,0.38235476613,0,-0.532618761063,0.683841943741
2,14,-0.25,0,-1,-0.0711236596107,0.636791348457,0.649747669697,0.76014995575,0,0.0328359678388,0.758415341377
3,14,-0.25,0,1,0.0323560908437,0.690084338188,-0.734254360199,0.67887455225,0,-0.085124604404,0.798704266548
4,14,-0.25,0.62,-1,0.651154875755,0.736034095287,-0.889153599739,-0.457608968019,0,0.508890271187,0.662816643715
5,14,-0.25,0.62,1,0.580910027027,0.565793335438,0.245719045401,0.969341099262,0,0.620225071907,0.720887899399
6,14,-0.125,-0.62,-1,-0.623971760273,0.73721909523,0.224758759141,-0.974414467812,0,-0.588010370731,0.581312775612
7,14,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,14,-0.125,0,-1,0.0865966975689,0.795591473579,-0.75335508585,-0.657613992691,0,-0.0339401140809,0.690373241901
9,14,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,14,-0.125,0.62,-1,0.525045454502,0.682347118855,0.929582893848,0.368613183498,0,0.673778712749,0.741325199604
11,14,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,14,0,-0.62,-1,-0.612439095974,0.690497398376,-0.24825617671,0.968694388866,0,-0.652160108089,0.845488488674
13,14,0,-0.62,1,-0.530299842358,0.680158555508,-0.913906991482,0.405923455954,0,-0.676524937153,0.745106339455
14,14,0,0,-1,0.0717218369246,0.791896283627,-0.706247508526,-0.707965016365,0,-0.0412777587771,0.678621888161
15,14,0,0,1,-0.0717218369246,0.791896283627,0.706247508526,-0.707965016365,0,0.0412777587771,0.678621888161
16,14,0,0.62,-1,0.530299842358,0.680158555508,0.913906991482,0.405923455954,0,0.676524937153,0.745106339455
17,14,0,0.62,1,0.612439095974,0.690497398376,0.24825617671,0.968694388866,0,0.652160108089,0.845488488674
18,14,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,14,0.125,-0.62,1,-0.525045454502,0.682347118855,-0.929582893848,0.368613183498,0,-0.673778712749,0.741325199604
20,14,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,14,0.125,0,1,-0.0865966975689,0.795591473579,0.75335508585,-0.657613992691,0,0.0339401140809,0.690373241901
22,14,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,14,0.125,0.62,1,0.623971760273,0.73721909523,-0.224758759141,-0.974414467812,0,0.588010370731,0.581312775612
24,14,0.25,-0.62,-1,-0.580910027027,0.565793335438,-0.245719045401,0.969341099262,0,-0.620225071907,0.720887899399
25,14,0.25,-0.62,1,-0.651154875755,0.736034095287,0.889153599739,-0.457608968019,0,-0.508890271187,0.662816643715
26,14,0.25,0,-1,-0.0323560908437,0.690084338188,0.734254360199,0.67887455225,0,0.085124604404,0.798704266548
27,14,0.25,0,1,0.0711236596107,0.636791348457,-0.649747669697,0.76014995575,0,-0.0328359678388,0.758415341377
28,14,0.25,0.62,-1,0.384776234627,0.622665166855,0.924015641212,0.38235476613,0,0.532618761063,0.683841943741
29,14,0.25,0.62,1,0.632499814034,0.773527622223,-0.227402791381,-0.973800778389,0,0.596115350723,0.617719531059
0,15,-0.25,-0.62,-1,-0.596115350723,0.617719531059,-0.227403014898,0.973800718784,0,-0.632499814034,0.773527622223
1,15,-0.25,-0.62,1,-0.532618761063,0.683841943741,-0.924015581608,0.382354736328,0,-0.680461287498,0.745018720627
2,15,-0.25,0,-1,0.0328359678388,0.758415341377,-0.649747669697,-0.76014995575,0,-0.0711236596107,0.636791348457
3,15,-0.25,0,1,-0.085124604404,0.798704266548,0.734254300594,-0.678874492645,0,0.0323560833931,0.690084338188
4,15,-0.25,0.62,-1,0.508890271187,0.662816643715,0.889153540134,0.457608968019,0,0.651154816151,0.736034095287
5,15,-0.25,0.62,1,0.620225071907,0.720887899399,-0.245719119906,-0.969341099262,0,0.580910027027,0.565793335438
